@RELATION MSCorpus

@ATTRIBUTE attribute_3 {Focalization,NA,foc}
@ATTRIBUTE attribute_4 {B,NA,Perspective}
@ATTRIBUTE attribute_5 {Contrast,Insistence,NA,Repetition,StrongFeelings,detEmphasis}
@ATTRIBUTE attribute_6 {E,Emphasis,NA}
@ATTRIBUTE attribute_7 {NA,NoImage}
@ATTRIBUTE attribute_8 {NA,Rh,S,SP,Th,Them_level1,_,question}
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,SV,SPrep,SN,NA,NA,preparation,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),NA
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,SV,SN,NA,NA,NA,stroke,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),semantic
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,SV,SN,NA,NA,NA,stroke,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),semantic
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,SV,SN,SPrep,NA,NA,relax,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),NA
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,SV,SN,SPrep,SN,NA,preparation,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),NA
NA,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,_,_,NA
foc,NA,NA,NA,NA,Rh,NA,NA,NA,conj,NA,NA,NA,NA,stroke,Rh,Rh,Rh,semantic
foc,NA,NA,NA,NA,Rh,NA,NA,NA,conj,NA,NA,NA,NA,stroke,Rh,Rh,Rh,semantic
NA,NA,NA,NA,NA,Th,NA,NA,NA,SPron,NA,NA,NA,NA,stroke,Th,Th,Th,beat
NA,NA,NA,NA,NA,_,NA,NA,NA,SV,NA,NA,NA,NA,NA,_,_,_,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,NA,NA,NA,NA,stroke,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,SP,NA,NA,NA,SV,SN,NA,NA,NA,stroke,SP,SP,SP,beat
NA,NA,NA,NA,NA,SP,NA,NA,NA,SV,SN,NA,NA,NA,preparation,SP,SP,SP,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,NA,NA,NA,preparation,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SPrep,NA,NA,relax,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SPrep,SN,NA,relax,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,_,_,NA
NA,NA,NA,NA,NoImage,SP,NA,NA,NA,SN,NA,NA,NA,NA,NA,SP,SP,SP,NA
NA,NA,NA,NA,NoImage,Th,Rh,NA,NA,SV,NA,NA,NA,NA,NA,Rh(Th),Rh(Th),Rh(Th),NA
NA,NA,NA,NA,NoImage,Th,Rh,NA,NA,SV,SN,NA,NA,NA,NA,Rh(Th),Rh(Th),Rh(Th),NA
NA,NA,NA,NA,NoImage,Th,Rh,NA,NA,SV,SN,NA,NA,NA,NA,Rh(Th),Rh(Th),Rh(Th),NA
NA,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,_,_,NA
NA,NA,NA,NA,NA,Rh,SP,NA,NA,conj,NA,NA,NA,NA,NA,SP(Rh),SP(Rh),SP(Rh),NA
NA,NA,NA,NA,NA,Rh,SP,NA,NA,conj,NA,NA,NA,NA,NA,SP(Rh),SP(Rh),SP(Rh),semantic
NA,NA,NA,NA,NA,Rh,SP,NA,NA,conj,NA,NA,NA,NA,NA,SP(Rh),SP(Rh),SP(Rh),semantic
NA,NA,NA,NA,NA,Rh,Rh,NA,NA,SPron,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),semantic
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,SPron,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),semantic
NA,NA,NA,NA,NA,Rh,Rh,Th,NA,SPron,SPron,NA,NA,NA,NA,Rh(Rh),Th(Rh(Rh)),Th(Rh(Rh)),semantic
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,SPron,SPron,NA,NA,NA,NA,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),NA
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,SPron,SV,NA,NA,NA,preparation,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),NA
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,SPron,SV,NA,NA,NA,preparation,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),NA
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,SPron,SV,NA,NA,NA,NA,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),NA
NA,NA,NA,NA,NA,Rh,Rh,NA,NA,SV,SPron,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),semantic
NA,NA,NA,NA,NA,Rh,Rh,NA,NA,SV,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),semantic
NA,NA,NA,NA,NA,Rh,Rh,NA,NA,SV,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),semantic
NA,NA,Contrast,E,NA,Rh,Rh,NA,NA,SN,SN,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),semantic
NA,NA,Contrast,E,NA,Rh,Rh,NA,NA,SN,SN,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,NA,NA,NA,NA,Rh,Rh,NA,NA,conj,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,NA,NA,NA,NA,Rh,Rh,NA,NA,SAdv,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,NA,NA,NA,NA,Rh,Rh,NA,NA,SN,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),semantic
NA,NA,NA,NA,NA,Rh,Rh,NA,NA,SN,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),semantic
NA,NA,NA,NA,NA,Rh,Rh,NA,NA,SN,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),semantic
NA,NA,NA,NA,NA,Rh,Rh,NA,NA,NA,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,NA,NA,NA,NA,Rh,Rh,SP,NA,conj,NA,NA,NA,NA,NA,Rh(Rh),SP(Rh(Rh)),SP(Rh(Rh)),beat
NA,NA,NA,NA,NA,Rh,Rh,Th,NA,SPron,NA,NA,NA,NA,NA,Rh(Rh),Th(Rh(Rh)),Th(Rh(Rh)),beat
NA,NA,NA,NA,NA,Rh,Rh,Th,Rh,conj,NA,NA,NA,NA,NA,Rh(Rh),Th(Rh(Rh)),Rh(Th(Rh(Rh))),beat
NA,NA,NA,NA,NA,Rh,Rh,Th,Th,SPron,NA,NA,NA,NA,NA,Rh(Rh),Th(Rh(Rh)),Th(Th(Rh(Rh))),beat
NA,NA,NA,NA,NA,Rh,Rh,Th,NA,SV,NA,NA,NA,NA,NA,Rh(Rh),Th(Rh(Rh)),Th(Rh(Rh)),beat
NA,NA,NA,NA,NA,Rh,Rh,Th,Rh,SV,NA,NA,NA,NA,NA,Rh(Rh),Th(Rh(Rh)),Rh(Th(Rh(Rh))),beat
NA,NA,NA,NA,NA,Rh,Rh,NA,NA,NA,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,SV,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),beat
NA,NA,Insistence,E,NA,Rh,Rh,Rh,NA,SN,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),beat
NA,NA,Insistence,E,NA,Rh,Rh,Rh,NA,SN,SAdj,NA,NA,NA,NA,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),beat
NA,NA,Insistence,E,NA,Rh,Rh,Rh,NA,SN,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),beat
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,NA,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),NA
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,NA,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),beat
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,NA,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),beat
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,NA,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),beat
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,NA,SAdj,NA,NA,NA,NA,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),beat
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,NA,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),beat
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,SPrep,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),beat
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,SPrep,SN,NA,NA,NA,NA,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),beat
NA,NA,NA,NA,NA,Rh,Rh,Rh,NA,SPrep,SN,NA,NA,NA,NA,Rh(Rh),Rh(Rh(Rh)),Rh(Rh(Rh)),beat
NA,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,_,_,NA
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,NA,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SPrep,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SPrep,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SPrep,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,_,_,NA
NA,NA,NA,NA,NA,question,NA,NA,NA,SN,NA,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SN,NA,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SN,SN,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SN,SV,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SN,SV,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,_,_,NA
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,NA,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,NA,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,NA,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,NA,NA,NA,NA,NA,question,question,question,beat
NA,NA,StrongFeelings,E,NA,question,NA,NA,NA,SV,NA,NA,NA,NA,NA,question,question,question,beat
NA,NA,StrongFeelings,E,NA,question,NA,NA,NA,SV,NA,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,_,_,NA
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,NA,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SN,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SN,SAdj,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SPrep,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SPrep,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SPrep,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SPrep,SN,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SPrep,SN,SAdj,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,_,NA,NA,NA,SV,NA,NA,NA,NA,NA,_,_,_,_
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,conj,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SV,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SV,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SV,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SAdv,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SPrep,NA,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SPrep,SN,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SPrep,SN,SAdj,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,_,NA,NA,NA,SV,SPrep,NA,NA,NA,NA,_,_,_,_
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SPrep,SAdv,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SPrep,conj,NA,NA,NA,question,question,question,beat
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SPrep,SAdv,NA,NA,NA,question,question,question,NA
NA,NA,NA,NA,NA,question,NA,NA,NA,SV,SPrep,SN,NA,NA,relax,question,question,question,NA
NA,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,_,_,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,StrongFeelings,E,NA,Th,NA,NA,NA,SV,SN,NA,NA,NA,NA,Th,Th,Th,NA
NA,NA,NA,NA,NA,SP,NA,NA,NA,SN,NA,NA,NA,NA,NA,SP,SP,SP,NA
NA,NA,NA,NA,NA,SP,NA,NA,NA,SN,NA,NA,NA,NA,NA,SP,SP,SP,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SPrep,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NoImage,Rh,NA,NA,NA,SPrep,SV,NA,NA,NA,preparation,Rh,Rh,Rh,NA
NA,NA,NA,NA,NoImage,Rh,NA,NA,NA,SPrep,SV,SN,NA,NA,preparation,Rh,Rh,Rh,NA
NA,NA,NA,NA,NoImage,Rh,NA,NA,NA,SPrep,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NoImage,Rh,NA,NA,NA,SPrep,SN,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NoImage,Rh,NA,NA,NA,SPrep,SN,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NoImage,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,_,_,NA
NA,NA,NA,NA,NoImage,Th,NA,NA,NA,SPron,NA,NA,NA,NA,NA,Th,Th,Th,NA
NA,NA,NA,NA,NoImage,Rh,NA,NA,NA,SV,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NoImage,Rh,NA,NA,NA,SV,SPron,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NoImage,Rh,Rh,NA,NA,SV,SPron,conj,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,NA,NA,NA,NoImage,Rh,Th,NA,NA,SV,SPron,SPron,NA,NA,NA,Th(Rh),Th(Rh),Th(Rh),NA
NA,NA,NA,NA,NoImage,Rh,Rh,NA,NA,SV,SPron,SV,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,NA,NA,NA,NoImage,SP,NA,NA,NA,conj,NA,NA,NA,NA,NA,SP,SP,SP,NA
NA,NA,NA,NA,NoImage,Rh,NA,NA,NA,SPrep,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NoImage,Rh,NA,NA,NA,SPrep,SN,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NoImage,Rh,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NoImage,Rh,NA,NA,NA,conj,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NoImage,Rh,NA,NA,NA,SV,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NoImage,Rh,NA,NA,NA,SV,SPron,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,_,_,NA
NA,NA,Insistence,E,NA,Rh,NA,NA,NA,SV,NA,NA,NA,NA,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,NA,NA,NA,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,NA,NA,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,conj,NA,NA,NA,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,NA,NA,NA,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,NA,NA,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,NA,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,SN,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,SN,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,SN,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,conj,NA,NA,NA,NA,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,NA,NA,NA,NA,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,NA,NA,NA,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,NA,NA,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,NA,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,NA,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,conj,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,SN,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,SPrep,relax,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,SN,relax,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,SPrep,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,SN,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,SPrep,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,SN,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SN,SPrep,SN,preparation,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,_,_,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,conj,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SPrep,NA,NA,NA,NA,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SPrep,NA,NA,NA,NA,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SPron,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SAdv,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,NA,NA,NA,NA,relax,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
foc,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,NA,NA,NA,NA,Rh,Rh,Rh,NA
foc,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SPrep,SPron,NA,NA,NA,Rh,Rh,Rh,semantic
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SN,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,SV,SN,SN,NA,NA,NA,Rh,Rh,Rh,beat
NA,NA,NA,NA,NA,Rh,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,B,NA,NA,NA,Rh,SP,NA,NA,SAdv,NA,NA,NA,NA,NA,SP(Rh),SP(Rh),SP(Rh),NA
NA,B,NA,NA,NA,Rh,SP,NA,NA,SAdv,SPrep,NA,NA,NA,preparation,SP(Rh),SP(Rh),SP(Rh),NA
NA,B,NA,NA,NA,Rh,SP,NA,NA,SAdv,SPrep,SPron,NA,NA,NA,SP(Rh),SP(Rh),SP(Rh),NA
NA,B,NA,NA,NA,Rh,Th,NA,NA,SN,NA,NA,NA,NA,NA,Th(Rh),Th(Rh),Th(Rh),NA
NA,B,NA,NA,NA,Rh,Th,NA,NA,SN,NA,NA,NA,NA,NA,Th(Rh),Th(Rh),Th(Rh),semantic
NA,B,NA,NA,NA,Rh,NA,NA,NA,SN,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rh,Rh,Rh,NA
NA,B,NA,NA,NA,Rh,Rh,NA,NA,NA,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,B,NA,NA,NA,Rh,Rh,NA,NA,SV,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,B,NA,NA,NA,Rh,Rh,NA,NA,SV,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,B,NA,NA,NA,Rh,Rh,NA,NA,SV,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,B,NA,NA,NA,Rh,Rh,NA,NA,SV,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,B,NA,NA,NA,Rh,Rh,NA,NA,SV,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,B,NA,NA,NA,Rh,Rh,NA,NA,SV,SPrep,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,NA,NA,NA,NA,Rh,Rh,NA,NA,NA,NA,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,B,NA,NA,NA,Rh,Rh,NA,NA,conj,NA,NA,NA,NA,relax,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,B,NA,NA,NA,Rh,Rh,NA,NA,SV,SPron,NA,NA,NA,relax,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,B,NA,NA,NA,Rh,Rh,NA,NA,SV,NA,NA,NA,NA,relax,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,B,NA,NA,NA,Rh,Rh,NA,NA,SV,NA,NA,NA,NA,relax,Rh(Rh),Rh(Rh),Rh(Rh),NA
foc,B,NA,NA,NA,Rh,Rh,NA,NA,SV,SPrep,NA,NA,NA,relax,Rh(Rh),Rh(Rh),Rh(Rh),NA
foc,B,NA,NA,NA,Rh,Rh,NA,NA,SV,SPrep,SPron,NA,NA,relax,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,NA,NA,NA,NA,Rh,Rh,NA,NA,SV,NA,NA,NA,NA,relax,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,B,NA,NA,NA,Rh,Rh,NA,NA,SV,SPrep,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,B,NA,NA,NA,Rh,Rh,NA,NA,SV,SPrep,NA,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,B,NA,NA,NA,Rh,Rh,NA,NA,SV,SPrep,SN,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,B,NA,NA,NA,Rh,Rh,NA,NA,SV,SPrep,SN,NA,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,B,NA,NA,NA,Rh,Rh,NA,NA,SV,SPrep,SN,SAdv,NA,NA,Rh(Rh),Rh(Rh),Rh(Rh),NA
NA,NA,NA,NA,NA,Rh,NA,NA,NA,NA,NA,NA,NA,NA,preparation,Rh,Rh,Rh,NA
NA,NA,NA,NA,NA,Rh,SP,NA,NA,conj,NA,NA,NA,NA,NA,SP(Rh),SP(Rh),SP(Rh),NA
NA,NA,StrongFeelings,E,NA,Rh,Th,NA,NA,SPron,NA,NA,NA,NA,stroke,Th(Rh),Th(Rh),Th(Rh),semantic
